Location,Year,Alcohol,Tobacco,Lifeexpectancy,Population,Continent
Gambia,2000,3.7,19.4,56.9,1437540.0,Africa
Gambia,2000,3.7,16.3,56.9,1437540.0,Africa
Armenia,2000,3.7,30.0,70.6,3168525.0,Asia
Armenia,2000,3.7,30.0,70.6,3168525.0,Asia
Armenia,2000,3.7,29.5,70.6,3168525.0,Asia
Lesotho,2000,3.8,29.1,48.4,1998632.0,Africa
Lesotho,2000,3.8,19.8,48.4,1998632.0,Africa
Lesotho,2000,3.8,14.5,48.4,1998632.0,Africa
Democratic People's Republic of Korea,2000,3.9,27.6,,,
Democratic People's Republic of Korea,2000,3.9,27.6,,,
Democratic People's Republic of Korea,2000,3.9,24.1,,,
Nicaragua,2000,3.9,,67.2,5123223.0,North-America
Samoa,2000,4.0,41.0,70.7,184022.0,Oceania
Samoa,2000,4.0,39.0,70.7,184022.0,Oceania
Samoa,2000,4.0,32.6,70.7,184022.0,Oceania
Guinea-Bissau,2000,4.1,18.6,50.1,1230855.0,Africa
Guinea-Bissau,2000,4.1,15.3,50.1,1230855.0,Africa
Guinea-Bissau,2000,4.1,12.7,50.1,1230855.0,Africa
Haiti,2000,4.1,10.0,58.4,8360224.0,North-America
Haiti,2000,4.1,10.0,58.4,8360224.0,North-America
Haiti,2000,4.1,8.7,58.4,8360224.0,North-America
Côte d’Ivoire,2000,4.2,20.2,,,
Côte d’Ivoire,2000,4.2,19.4,,,
Côte d’Ivoire,2000,4.2,17.5,,,
Ecuador,2000,4.2,14.1,72.8,12626511.0,South-America
Ecuador,2000,4.2,14.1,72.8,12626511.0,South-America
Ecuador,2000,4.2,12.1,72.8,12626511.0,South-America
Albania,2000,4.4,34.7,75.4,3182027.0,Europe
Albania,2000,4.4,34.7,75.4,3182027.0,Europe
Albania,2000,4.4,29.5,75.4,3182027.0,Europe
The former Yugoslav Republic of Macedonia,2000,4.5,,,,
Liberia,2000,4.5,15.0,51.4,2895229.0,Africa
Liberia,2000,4.5,12.4,51.4,2895229.0,Africa
Liberia,2000,4.5,9.9,51.4,2895229.0,Africa
Nauru,2000,4.5,65.4,58.7,10400.0,Oceania
Nauru,2000,4.5,59.8,58.7,10400.0,Oceania
Nauru,2000,4.5,47.8,58.7,10400.0,Oceania
Costa Rica,2000,4.6,17.3,77.6,3979189.0,North-America
Costa Rica,2000,4.6,17.3,77.6,3979189.0,North-America
Costa Rica,2000,4.6,15.4,77.6,3979189.0,North-America
Cabo Verde,2000,4.6,18.1,,,
Cabo Verde,2000,4.6,11.8,,,
Cabo Verde,2000,4.6,8.8,,,
Saint Vincent and the Grenadines,2000,4.6,,71.4,113832.0,North-America
Belize,2000,4.7,13.6,68.6,240420.0,North-America
Belize,2000,4.7,13.6,68.6,240420.0,North-America
Belize,2000,4.7,11.6,68.6,240420.0,North-America
Namibia,2000,4.7,22.7,52.0,1819148.0,Africa
Namibia,2000,4.7,18.2,52.0,1819148.0,Africa
Namibia,2000,4.7,16.6,52.0,1819148.0,Africa
Suriname,2000,4.7,,65.5,479011.0,South-America
Bahamas,2000,4.8,11.9,72.0,325033.0,North-America
Bahamas,2000,4.8,11.9,72.0,325033.0,North-America
Bahamas,2000,4.8,9.5,72.0,325033.0,North-America
Bosnia and Herzegovina,2000,4.9,46.2,74.5,4179355.0,Europe
Bosnia and Herzegovina,2000,4.9,46.2,74.5,4179355.0,Europe
Bosnia and Herzegovina,2000,4.9,37.7,74.5,4179355.0,Europe
Trinidad and Tobago,2000,5.0,,69.1,1332203.0,North-America
Angola,2000,5.2,,46.0,16394067.0,Africa
Antigua and Barbuda,2000,5.3,,74.6,75070.0,North-America
Ghana,2000,5.3,6.0,58.2,19665506.0,Africa
Ghana,2000,5.3,5.1,58.2,19665506.0,Africa
Ghana,2000,5.3,4.1,58.2,19665506.0,Africa
Colombia,2000,5.3,15.1,71.3,39215136.0,South-America
Colombia,2000,5.3,15.1,71.3,39215136.0,South-America
Colombia,2000,5.3,13.0,71.3,39215136.0,South-America
Cuba,2000,5.4,40.3,76.2,11105799.0,North-America
Cuba,2000,5.4,40.3,76.2,11105799.0,North-America
Cuba,2000,5.4,35.2,76.2,11105799.0,North-America
Guyana,2000,5.4,28.8,64.5,759059.0,South-America
Guyana,2000,5.4,28.8,64.5,759059.0,South-America
Guyana,2000,5.4,24.7,64.5,759059.0,South-America
Panama,2000,5.4,13.9,74.0,3001738.0,North-America
Panama,2000,5.4,12.6,74.0,3001738.0,North-America
Panama,2000,5.4,11.0,74.0,3001738.0,North-America
Kyrgyzstan,2000,5.5,29.8,65.4,4935185.0,Asia
Kyrgyzstan,2000,5.5,26.8,65.4,4935185.0,Asia
Kyrgyzstan,2000,5.5,23.5,65.4,4935185.0,Asia
Malta,2000,5.7,31.9,77.6,399212.0,Europe
Malta,2000,5.7,31.9,77.6,399212.0,Europe
Malta,2000,5.7,28.8,77.6,399212.0,Europe
Paraguay,2000,5.7,28.5,69.8,5123817.0,South-America
Paraguay,2000,5.7,28.5,69.8,5123817.0,South-America
Paraguay,2000,5.7,23.3,69.8,5123817.0,South-America
Philippines,2000,5.8,35.1,69.4,77958224.0,Asia
Philippines,2000,5.8,35.1,69.4,77958224.0,Asia
Philippines,2000,5.8,32.5,69.4,77958224.0,Asia
Peru,2000,6.0,34.8,70.4,26654440.0,South-America
Peru,2000,6.0,34.8,70.4,26654440.0,South-America
Peru,2000,6.0,31.7,70.4,26654440.0,South-America
Mexico,2000,6.2,22.4,73.6,97873448.0,North-America
Mexico,2000,6.2,22.4,73.6,97873448.0,North-America
Mexico,2000,6.2,20.5,73.6,97873448.0,North-America
Saint Kitts and Nevis,2000,6.5,,69.8,45492.0,North-America
Norway,2000,6.6,44.4,78.7,4491204.0,Europe
Norway,2000,6.6,44.4,78.7,4491204.0,Europe
Norway,2000,6.6,34.0,78.7,4491204.0,Europe
Chile,2000,6.6,47.3,76.9,15351803.0,South-America
Chile,2000,6.6,47.3,76.9,15351803.0,South-America
Chile,2000,6.6,43.5,76.9,15351803.0,South-America
Kazakhstan,2000,6.6,33.2,64.2,15236256.0,Asia
Kazakhstan,2000,6.6,31.2,64.2,15236256.0,Asia
Kazakhstan,2000,6.6,29.1,64.2,15236256.0,Asia
Argentina,2000,6.7,33.5,73.9,37070772.0,South-America
Argentina,2000,6.7,33.5,73.9,37070772.0,South-America
Argentina,2000,6.7,30.6,73.9,37070772.0,South-America
Sao Tome and Principe,2000,6.7,6.4,61.7,143729.0,Africa
Sao Tome and Principe,2000,6.7,5.3,61.7,143729.0,Africa
Sao Tome and Principe,2000,6.7,3.5,61.7,143729.0,Africa
Botswana,2000,6.9,31.4,51.0,1726992.0,Africa
Botswana,2000,6.9,20.3,51.0,1726992.0,Africa
Botswana,2000,6.9,15.3,51.0,1726992.0,Africa
Iceland,2000,6.9,32.2,79.9,281469.0,Europe
Iceland,2000,6.9,32.2,79.9,281469.0,Europe
Iceland,2000,6.9,24.8,79.9,281469.0,Europe
Barbados,2000,7.0,9.1,74.1,264663.0,North-America
Barbados,2000,7.0,9.1,74.1,264663.0,North-America
Barbados,2000,7.0,7.4,74.1,264663.0,North-America
Uruguay,2000,7.0,33.7,75.0,3292227.0,South-America
Uruguay,2000,7.0,33.7,75.0,3292227.0,South-America
Uruguay,2000,7.0,31.2,75.0,3292227.0,South-America
Seychelles,2000,7.4,30.7,69.7,80073.0,Africa
Seychelles,2000,7.4,24.8,69.7,80073.0,Africa
Seychelles,2000,7.4,21.5,69.7,80073.0,Africa
Burundi,2000,7.5,23.4,47.5,6307665.0,Africa
Burundi,2000,7.5,13.5,47.5,6307665.0,Africa
Burundi,2000,7.5,10.5,47.5,6307665.0,Africa
Grenada,2000,7.7,,72.8,107442.0,North-America
Niue,2000,7.7,,67.4,2096.0,Oceania
Japan,2000,7.7,31.7,81.2,126803864.0,Asia
Japan,2000,7.7,31.7,81.2,126803864.0,Asia
Japan,2000,7.7,30.5,81.2,126803864.0,Asia
Equatorial Guinea,2000,7.8,,53.2,684986.0,Africa
Burkina Faso,2000,7.9,28.7,50.8,11882896.0,Africa
Burkina Faso,2000,7.9,17.5,50.8,11882896.0,Africa
Burkina Faso,2000,7.9,13.4,50.8,11882896.0,Africa
Dominican Republic,2000,7.9,16.7,69.4,8540790.0,North-America
Dominican Republic,2000,7.9,15.6,69.4,8540790.0,North-America
Dominican Republic,2000,7.9,11.3,69.4,8540790.0,North-America
Nigeria,2000,7.9,9.4,47.2,122851984.0,Africa
Nigeria,2000,7.9,6.5,47.2,122851984.0,Africa
Nigeria,2000,7.9,5.4,47.2,122851984.0,Africa
Mauritius,2000,8.0,25.8,71.6,1215930.0,Africa
Mauritius,2000,8.0,25.8,71.6,1215930.0,Africa
Mauritius,2000,8.0,23.1,71.6,1215930.0,Africa
Dominica,2000,8.1,,72.7,68365.0,North-America
Lao People's Democratic Republic,2000,8.2,46.8,,,
Lao People's Democratic Republic,2000,8.2,41.0,,,
Lao People's Democratic Republic,2000,8.2,34.9,,,
Venezuela (Bolivarian Republic of),2000,8.2,,,,
Democratic Republic of the Congo,2000,8.3,20.4,,,
Democratic Republic of the Congo,2000,8.3,13.1,,,
Democratic Republic of the Congo,2000,8.3,10.1,,,
Thailand,2000,8.6,25.9,72.3,63066604.0,Asia
Thailand,2000,8.6,25.9,72.3,63066604.0,Asia
Thailand,2000,8.6,24.4,72.3,63066604.0,Asia
Brazil,2000,8.7,23.2,69.7,175873712.0,South-America
Brazil,2000,8.7,23.2,69.7,175873712.0,South-America
Brazil,2000,8.7,20.9,69.7,175873712.0,South-America
Greece,2000,8.7,53.3,78.4,11038112.0,Europe
Greece,2000,8.7,53.3,78.4,11038112.0,Europe
Greece,2000,8.7,48.8,78.4,11038112.0,Europe
Latvia,2000,8.9,41.8,70.3,2392536.0,Europe
Latvia,2000,8.9,39.3,70.3,2392536.0,Europe
Latvia,2000,8.9,35.6,70.3,2392536.0,Europe
Cyprus,2000,8.9,42.2,76.6,948238.0,Europe
Cyprus,2000,8.9,42.2,76.6,948238.0,Europe
Cyprus,2000,8.9,34.5,76.6,948238.0,Europe
South Africa,2000,9.0,22.0,58.5,46813272.0,Africa
South Africa,2000,9.0,22.0,58.5,46813272.0,Africa
South Africa,2000,9.0,17.7,58.5,46813272.0,Africa
United States of America,2000,9.1,30.8,,,
United States of America,2000,9.1,29.7,,,
United States of America,2000,9.1,23.9,,,
Sweden,2000,9.4,45.6,79.7,8871042.0,Europe
Sweden,2000,9.4,32.9,79.7,8871042.0,Europe
Sweden,2000,9.4,24.5,79.7,8871042.0,Europe
Canada,2000,9.4,28.3,79.2,30683316.0,North-America
Canada,2000,9.4,28.3,79.2,30683316.0,North-America
Canada,2000,9.4,26.7,79.2,30683316.0,North-America
Eswatini,2000,9.4,10.5,47.3,1030504.0,Africa
Eswatini,2000,9.4,8.7,47.3,1030504.0,Africa
Eswatini,2000,9.4,7.4,47.3,1030504.0,Africa
Gabon,2000,9.6,,61.1,1272941.0,Africa
Poland,2000,9.7,38.2,73.7,38504432.0,Europe
Poland,2000,9.7,38.2,73.7,38504432.0,Europe
Poland,2000,9.7,35.6,73.7,38504432.0,Europe
New Zealand,2000,9.8,29.6,78.7,3855266.0,Oceania
New Zealand,2000,9.8,29.6,78.7,3855266.0,Oceania
New Zealand,2000,9.8,28.2,78.7,3855266.0,Oceania
